Curation	Scientist	Institution	Language of submission	Date of submission	Crop	Trait ID	Trait	Entity	Attribute	Trait synonyms	Trait abbreviations	Trait description	Trait class	Trait status	Trait Xref	Method ID	Method	Method description	Formula	Method class	Method reference	Scale id	Scale name	Scale class	Decimal places	Lower limit	Upper limit	Scale Xref	Category 1	Category 2	Category 3	Category 4	Category 5	Category 6	Category 7	Category 8	Category 9	Category 10	Category 11	Category 12	Category 13	Variable ID	Variable name	Variable synonyms	Context of use	Growth stage	Variable status	Variable Xref	
		IRRI	EN		Rice	CO_320:0000027	ligule shape	Ligule	Shape		"LigShp, LIGSH"	Shape of the ligule 	Morphological		"TO:0000335, IRIS:1076"	CM_320:0000260	ligule shape determination - cultivated	Visually compare the shape of ligules with a diagram or photographs representing the standard shape classes for cultivated rice 		Estimation	"IRIS:629, RD:7.3.14.1, SES:101"	CS_320:0000622	ligule shape scale cult SES	Nominal					0 = Absent	1 = Acute to acuminate	2 = Cleft	3 = Truncate										CV_320:0000803	LigShp_CultEst_SES0to3	LIGULE_SHAPE				SES:101	
		IRRI	EN		Rice	CO_320:0000027	ligule shape	Ligule	Shape		"LigShp, LIGSH"	Shape of the ligule 	Morphological		"TO:0000335, IRIS:1076"	CO_320:0000778	ligule shape determination - wild	Visually compare the shape of ligules with a diagram or photographs representing the standard shape classes for wild rice 		Estimation	RD:7.3.14.2	CS_320:0000590	ligule shape scale wild	Nominal					0= Absent	1= Fringe of hairs	2= Truncate	3= Obtuse or rounded	4= Emarginate	5= Acute	6= Acuminate	7= 2-cleft						CV_320:0000804	LigShp_WilEst_0to7	LIGULE_SHAPE				RD:7.3.14.2	
		IRRI	EN		Rice	CO_320:0000080	lodging incidence	Lodging	Incidence		LodInc	Describes the tendency of plants to lodge /(fall flat/) 	Agronomical		"TO:0000068, IRIS:1010"	CO_320:0000779	Lodging incidence estimation	Observe the proportion of plants that are lodged at harvest 		Estimation	RD:7.3.32	CS_320:0000591	Lodging incidence scale	Ordinal					1= Very weak= all plants flat	3= Weak= most plants nearly flat	5= Intermediate= most plants leaning about 45 degrees	7= Strong= most plants leaning about 20 degrees from vertical	9= Very strong= all plants vertical									CV_320:0000805	LodInc_Est_1to9	LG				RD:7.3.32	
		IRRI	EN		Rice	CO_320:0000080	lodging incidence	Lodging	Incidence		LodInc	Describes the tendency of plants to lodge /(fall flat/) 	Agronomical		"TO:0000068, IRIS:1010"	CM_320:0000473	lodging incidence %	Indicate % of plants that lodged 		Measurement	"IRIS:26, SES:4"	CS_320:0000474	% of plants that lodged	Numerical																		CV_320:0000806	LodInc_Meas_pct	LG				"IRIS:26, SES:4"	
		IRRI	EN		Rice	CO_320:0000091	male sterility group	Male pollen	Sterility cause		MaleSterGp	A classification of male sterility according to the type or cause of sterility 	Fertility	Deprecated	"TO:0000437, IRIS:1022"	CM_320:0000324	male sterility group assignment	? No info in SES on how to identify the group 		Estimation	"IRIS:160, SES:20"	CS_320:0000325		Nominal					1= Cytoplasmic-nuclear interaction type (CMS)	2= Thermosensitive-genic type (TGMS)	3= Photoperiod-sensitive genic type (PGMS)	4= Thermo-photoperiod genic type (TPGMS)	5= Genetically engineered (transgenic type)	6= Nuclear type								CV_320:0000807	MaleSterGp_Est_1to6	MALE_STERILITY_GROUP				"IRIS:160, SES:20"	
		IRRI	EN		Rice	CO_320:0000082	maturity	Plant	Time to maturity	time of maturity	TMat	Time elapsed from effective seeding date to grain ripening defined as when 80-85% of grains on panicle are mature (growth stage 9)	Agronomical		TO:0000469	CM_320:0000445	maturity days after seeding	"Monitor daily , note the date when 80-85% of grains on panicles are mature, and count the number of days lapsed since the date of effective seeding "		Measurement	"IRIS:23, RD:7.2.4.1, SES:11, UPOV:44"	CS_320:0000446	Days	Duration																		CV_320:0000808	TMat_Meas_d	MAT				"IRIS:23, RD:7.2.4.1, SES:11, UPOV:44"	
	TTC-GRC	IRRI	EN		Rice	CO_320:0000082	maturity	Plant	Time to maturity	time of maturity	TMat	Time elapsed from effective seeding date to grain ripening defined as when 80-85% of grains on panicle are mature (growth stage 9)	Agronomical		TO:0000469	CM_320:0000445	maturity days after seeding	"Monitor daily , note the date when 80-85% of grains on panicles are mature, and count the number of days lapsed since the date of effective seeding "		Measurement	"IRIS:23, RD:7.2.4.1, SES:11, UPOV:44"	CS_320:0000502	maturity scale UPOV	Ordinal					1= very early	3= early	5= intermediate	7= late	9= very late									CV_320:0000809	TMat_Meas_1to9	MAT				"IRIS:23, RD:7.2.4.1, SES:11, UPOV:44"	
		IRRI	EN		Rice	CO_320:0000182	narrow brown leaf spot damage	Narrow brown leaf spot	Damage	narrow brown leaf spot	NBLSDam	The type and severity of narrow brown leaf spot symptoms on leaves caused by the fungal pathogen Sphaerulina oryzina (Cercospora janseana)  	Biotic stress		"TO:0000422, IRIS:1111"	CM_320:0000344	narrow brown leaf spot estimation	Estimate the % leaf area diseased 		Estimation	"IRIS:51, SES:33"	CS_320:0000345	narrow brown leaf spot scale	Ordinal					0= No disease observed	1= Less than 1%	2=	3= 1-5%	4=	5= 6-25%	6=	7= 26-50%	8=	9= 51-100%				CV_320:0000810	NBLSDam_Est_0to9	NBLS				"IRIS:51, SES:33"	
		IRRI	EN		Rice	CO_320:0000508	Outcrossing extent	Plant	Outcrossing extent		OutXExt	Describes the extent of outcrossing of male sterile lines	Fertility		TO:0000330	CO_320:0000780	outcrossing calculation	"Grow the male sterile line in the field, ensuring an abundant supply of pollen from other plants while it is flowering.  Calculate the proportion of seed set on the out-pollinated primary panicles"		Computation	"IRIS:199, SES:23"	CS_320:0000592	outcrossing scale	Ordinal					1= above 30% seed set	3= 20-29.9% seed set	5= 10-19.9% seed set	7= 5-9.9% seed set	9= 0-4.9% seed set									CV_320:0000811	OutXExt_Comp_1to9					"IRIS:199, SES:23"	
		IRRI	EN		Rice	CO_320:0000035	panicle axis attitude	Panicle axis	Attitude	Panicle attitude	"PanAxAtt, PA"	"The attitude of the main axis of the panicle, which ranges from straight upright to droopy "	Morphological		"TO:00000342, IRIS:1084"	CM_320:0000422	panicle axis observation	Observe the attitude of the main axis of the panicle		Estimation	"IRIS:621, RD:7.4.19, UPOV:39, SES:112"	CS_320:0000499	panicle axis scale UPOV	Nominal					1= Upright	2= Semi-upright	3= Slightly Drooping	4= Strongly drooping										CV_320:0000812	PanAxAtt_Est_UPOV1to2	PANICLE_AXIS				"IRIS:621, RD:7.4.19, UPOV:39"	
		IRRI	EN		Rice	CO_320:0000035	panicle axis attitude	Panicle axis	Attitude	Panicle attitude	"PanAxAtt, PA"	"The attitude of the main axis of the panicle, which ranges from straight upright to droopy "	Morphological		"TO:00000342, IRIS:1084"	CM_320:0000422	panicle axis observation	Observe the attitude of the main axis of the panicle		Estimation	"IRIS:621, RD:7.4.19, UPOV:39, SES:112"	CS_320:0000423		Nominal					1= Straight	2= Droopy												CV_320:0000813	PanAxAtt_Est_SES1to4	PANICLE_AXIS				"IRIS:621, SES:112"	
		IRRI	EN			CO_320:0000128	panicle axis texture	Panicle axis	Texture		PanAxText	Texture of the main axis of the panicle	Morphological		TO:0002754	CO_320:0000781	Panicle axis texture assessment	Wild species: assess the texture of the main panicle axis by rubbing fingers from the base towards the tip and assess the smoothness		Estimation	RD:7.4.16	CS_320:0000593	Panicle axis texture scale	Nominal					1= Scabrous	2= Smooth												CV_320:0000814	PanAxText_Est_1or2	PA_TEXT				RD:7.4.16	
		IRRI	EN			CO_320:0000509	panicle basal branch number	Panicle basal branch	Number		PanN	Number of primary branches on the basal whorl of the panicle	Morphological			CO_320:0000782	Average panicle basal branch number	"Count the number of primary panicle branches attached to the basal whorl of five panicles, and calculate the average "		Computation	RD:7.4.14	CS_320:0000594	branches/basal whorl	Numerical																		CV_320:0000815	PanN_Av_Pan	pbasbrno				RD:7.4.14	
		IRRI	EN		Rice	CO_320:0000510	panicle blast damage	Panicle blast	Damage	"panicle blast, neck blast"	PBDam	"The type and severity of panicle blast symptoms caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms: Dark, necrotic lesions cover partially or completely around the panicle base (node) or the uppermost internode or the lower part pf panicle axis. The panicles are greyish and have either partially filled or unfilled grains "	Biotic stress		"TO:0000477, IRIS:1119"	CO_320:0000783	panicle blast damage estimation	Observe the damage to panicles 		Estimation	"IRIS:158, SES:31"	CS_320:0000595	panicle blast damage scale	Ordinal					0= No visible lesion observed or lesions on only a few pedicels	1= Lesions on several pedicels or secondary branches	2=	3= Lesion on a few primary branches or the middle part of panicle axis	4=	5= Lesion partially around the base (node) or the uppermost internode or the lower part of panicle axis near the base	6=	7= Lesion completely around panicle base or uppermost internode or panicle axis near base with more than 30% of filled grains	8=	9= Lesion completely around panicle baseor uppermost internode or the panicle axis near the base with less than 30% of filled grains.				CV_320:0000816	PBDam_Est_0to9	PB				"IRIS:158, SES:31"	
		IRRI	EN		Rice	CO_320:0000511	panicle blast severity	Panicle blast	Severity	"panicle blast, neck blast"	PBSev	"The type and severity of panicle blast symptoms caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms: Dark, necrotic lesions cover partially or completely around the panicle base (node) or the uppermost internode or the lower part pf panicle axis. The panicles are greyish and have either partially filled or unfilled grains "	Biotic stress		"TO:0000477, IRIS:1119"	CO_320:0000784	panicle blast severity	"Scoring X panicles using the panicle blast damage score, compute panicle blast severity PBS= (10xN1 + 20xN3 + 40xN5 + 70xN7 + 100xN9)/X, where N1-N9 are the number of panicles with score 1-9 "		Computation	SES:31	CS_320:0000596	%	Numerical																		CV_320:0000817	PBSev_Comp_Pct	PB				SES:31	
		IRRI	EN		Rice	CO_320:0000512	panicle blast incidence	Panicle blast	Incidence	"panicle blast, neck blast"	PBInc	"The type and severity of panicle blast symptoms caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms: Dark, necrotic lesions cover partially or completely around the panicle base (node) or the uppermost internode or the lower part pf panicle axis. The panicles are greyish and have either partially filled or unfilled grains "	Biotic stress		"TO:0000477, IRIS:1119"	CO_320:0000785	panicle blast incidence	"Count only the number of panicles with lesions covering completely around the node, neck or lower part of the panicle axis (symptom type 7-9), and estimate their percentage "		Estimation	SES:31	CS_320:0000597	panicle blast incidence scale	Ordinal					0= No disease observed	1= Less than 5% infected panicles	2=	3= 5-10% infected panicles	4=	5= 11-25% infected panicles	6=	7= 26-50% infected panicles	8=	9= More than 50% infected panicles				CV_320:0000818	PBInc_Est_0to9	PB				SES:31	
		IRRI	EN			CO_320:0000513	panicle branch arrangement	Panicle branch	Arrangement		PanBrArr	"The arrangement of primary branches on the panicle axis, grouped into whorls or individually on alternate sides "	Morphological		TO:0002751	CO_320:0000786	Panicle branch arrangement assessment	Observe whether primary branches on the panicle axis are grouped into whorls or are borne individually on alternate sides 		Estimation	RD:7.4.13	CS_320:0000598	Panicle branch arrangement scale	Nominal					1= Whorled	2= Alternate												CV_320:0000819	PanBrArr_Est_1or2	pbra				RD:7.4.13	
		IRRI	EN			CO_320:0000141	panicle distance to basal branch	Panicle/basal branch	Distance		PanBasBrDist	Distance from the base of the panicle to the point of insertion of the lowest branch	Morphological		TO:0000545	CO_320:0000787	Average panicle distance to basal branch	Measure the distance from the base of the panicle to the point of insertion of the lowest branch on five representative panicles and calculate their average 		Computation	"IRIS:579, RD:7.4.15"	CS_320:0000599	mm	Numerical																		CV_320:0000820	PanBasBrDist_Av_mm	dist_post				"IRIS:579, RD:7.4.15"	
		IRRI	EN		Rice	CO_320:0000074	panicle exsertion	Panicle	Exsertion		"PanExs, PEX"	"Extent to which the panicle is exserted above (i.e. protrudes from), as opposed to being enclosed within, the flag leaf sheath "	Agronomical		"TO:0000165, IRIS:1004"	CM_320:0000316	panicle exsertion estimation	Observe the extent to which panicles are exserted above the flag leaf sheath 		Estimation	"IRIS:28, RD:7.4.22, SES:7, UPOV:43"	CS_320:0000317	panicle exsertion scale	Ordinal					1= Enclosed panicle is partly or entirely enclosed within the leaf sheath of the flag leaf blade	3= Partly exserted panicle base is slightly beneath the collar of the flag leaf blade	5= Just exserted panicle base coincides with the collar of the flag	7= Moderately well exserted	9= Well exserted									CV_320:0000821	PanExs_Est_1to9	"EXS, PEX"				"IRIS:28, RD:7.4.22, SES:7, UPOV:43"	
		IRRI	EN		Rice	CO_320:0000074	panicle exsertion	Panicle	Exsertion		"PanExs, PEX"	"Extent to which the panicle is exserted above (i.e. protrudes from), as opposed to being enclosed within, the flag leaf sheath "	Agronomical		"TO:0000165, IRIS:1004"	CO_320:0000788	panicle exsertion male sterile estimation	Observe the percentage of the panicle that is inside the flag leaf sheath 		Estimation	SES:24	CS_320:0000600	panicle exsertion male sterile scale	Ordinal					1= 0% covered	3= 1-10% covered	5= 11-25% covered	7= 26-40% covered	9= Above 40% covered									CV_320:0000822	PanExs_EstMStrl_1to9	"EXS, PEX"				SES:24	
		IRRI	EN		Rice	CO_320:0000033	panicle length	Panicle	Length		"PanLng, PLT"	Length of panicle defined as the distance from the base to the tip of the panicle when the main axis of the panicle is held straight 	Morphological		"TO:0000040, IRIS:1082"	CM_320:0000475	Average panicle length - immature	Measure the length of main axis of the immature panicle on the main culm of five representative plants and calculate their average 		Computation	"IRIS:316, SES:316, RD:7.4.18"	CS_320:0000476	cm	Numerical																		CV_320:0000823	PanLng_ImmatAv_cm	PNL				"IRIS:316, SES:316, RD:7.4.18"	
		IRRI	EN		Rice	CO_320:0000033	panicle length	Panicle	Length		"PanLng, PLT"	Length of panicle defined as the distance from the base to the tip of the panicle when the main axis of the panicle is held straight 	Morphological		"TO:0000040, IRIS:1082"	CM_320:0000241	average panicle length - mature	Measure the length of main axis of the mature panicle on the main culm of five representative plants and calculate their average 		Computation	"RD:7.5.1, SES:109, UPOV:30"	CS_320:0000485	panicle length UPOV scale	Ordinal					1= short	2= medium	3= long											CV_320:0000824	PanLng_MatAv_UPOV1to3	PNL				UPOV:30	
		IRRI	EN		Rice	CO_320:0000033	panicle length	Panicle	Length		"PanLng, PLT"	Length of panicle defined as the distance from the base to the tip of the panicle when the main axis of the panicle is held straight 	Morphological		"TO:0000040, IRIS:1082"	CM_320:0000241	average panicle length - mature	Measure the length of main axis of the mature panicle on the main culm of five representative plants and calculate their average 		Computation	"RD:7.5.1, SES:109, UPOV:30"	CS_320:0000242	panicle length scale	Ordinal					1= Very short <11 cm	3= Short ~15 cm	5= Medium ~25 cm	7= Long ~35 cm	9= Very long >40 cm									CV_320:0000825	PanLng_MatAv_RD1to9	PNL				RD:7.5.1	
		IRRI	EN		Rice	CO_320:0000033	panicle length	Panicle	Length		"PanLng, PLT"	Length of panicle defined as the distance from the base to the tip of the panicle when the main axis of the panicle is held straight 	Morphological		"TO:0000040, IRIS:1082"	CM_320:0000241	average panicle length - mature	Measure the length of main axis of the mature panicle on the main culm of five representative plants and calculate their average 		Computation	"RD:7.5.1, SES:109, UPOV:30"	CS_320:0000243	cm	Numerical																		CV_320:0000826	PanLng_MatAv_cm	PNL				"RD:7.5.1, SES:109"	
		IRRI	EN		Rice	CO_320:0000009	panicle number	Panicle	Number		"PanNo, PNO"	Number of panicles per plant 	Agronomical		"TO:0000152, IRIS:1057"	CM_320:0000239	number of panicles per plant estimation	Estimate the average number of panicles per plant. 		Estimation	"RD:7.4.17, UPOV:31"	CS_320:0000240	number of panicles per plant scale	Ordinal					1= few	3= medium	5= many											CV_320:0000827	PanNo_Est_1to5	"NUMBER_OF_PANICLES, PNO"				"RD:7.4.17, UPOV:31"	
		IRRI	EN		Rice	CO_320:0000009	panicle number	Panicle	Number		"PanNo, PNO"	Number of panicles per plant 	Agronomical		"TO:0000152, IRIS:1057"	CO_320:0000789	number of panicles per plant count	Count the average number of panicles per plant. 		Counting	RD:7.4.17	CS_320:0000601	number of panicles per plant	Numerical																		CV_320:0000828	PanNo_Count_PanPlnt	"NUMBER_OF_PANICLES, PNO"				RD:7.4.17	
		IRRI	EN		Rice	CO_320:0000152	panicle shattering	Panicle	Shattering		"PanSh, PSH"	Describes the tendency of grains to fall off the panicle before it is threshed 	Agronomical		"TO:0000406, IRIS:1008"	CO_320:0000790	panicle shattering estimation	Observe the extent to which grains have shattered from the panicle before being threshed 		Estimation	"IRIS:616, RD:7.4.23"	CS_320:0000602	panicle shattering scale	Ordinal					1= Very low (<1%)	3= Low (~3%)	5= Moderate (~15%)	7= High (~35%)	9= Very high (>50%)									CV_320:0000829	PanSh_Est_1to9	"THR_SCOR_1_3, PSH"				"IRIS:616, RD:7.4.23"	
