Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13
,CO_320:0000988,HdR_Comp_Perc,HDR,,,pending curation,IRIS:108,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000108,head rice,Quality,Describes how much of a sample of milled rice comprises whole rather than broken kernels. Head rice is defined as kernels longer than 8/10th of the average length of whole kernels,head rice percent,HdR,,Head rice,Proportion,pending curation,"TO:0000222, IRIS:1257",CO_320:0000471,head rice proportion,Computation,"Dehull and mill (polish) a sample of grains (paddy). Weigh the whole sample of polished rice, including both whole and broken kernels. Measure the length of 10 randomly selected whole kernels and compute the average. Head rice are all the kernels longer than 8/10th of the average length of whole kernels. Separate and weigh the head rice, and calculate the proportion of head rice out of the total weight of polished rice",,IRIS:108,CO_320:0000472,%,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000989,HeatSens_Est_0to9,HTOL,,,pending curation,"IRIS:78, SES:76",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000062,heat injury,Abiotic stress,The extent to which plant growth is adversely affected by high temperature. The key period of sensitivity is during flowering,heat tolerance,HeatSens,,Heat,Sensitivity,pending curation,"TO:0000259, IRIS:1210",CO_320:0000400,flowering heat injury,Estimation,Estimate the % spikelet fertility of plants exposed to high temperature during ... ? Flowering? Ripening?,,"IRIS:78, SES:76",CO_320:0000401,flowering heat injury scale,Ordinal,,,,,1= More than 80%,3= 61-80%,5= 41-60%,7= 11-40%,9= Less than 11%,,,,,,,,
,CO_320:0000990,HojaBlancaSev_VegEst_0to9,HOJA_BLANCA,,,"Standard CIAT, FLAR","IRIS:175, SES:36",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000193,hoja blanca disease,Biotic stress,"The type and severity of hoja blanca disease symptoms caused by rice hoja blanca virus (RHBV) causing hoja blanca. Symptoms: cream colored to yellow spots, elongating and coalescing fo form longitudinal yellowish green to pale green striations. Streaks may coalesce to cover the whole leaf. Brown and sterile glumes with typical parrot beak"" shape of deformation""","hoja blanca, rice hoja blanca",HojaBlancaSev,,Hoja blanca,Severity,,"TO:0000147, IRIS:1122",CO_320:0000358,hoja blanca vegetative disease estimation,Estimation,Estimate the proportion of young plants with leaves showing symptoms,,"IRIS:175, SES:36",CO_320:0000359,hoja blanca vegetative disease scale,Ordinal,,,,,0= No symptom observed,1= Less than 1%,3= 1-10%,5= 11-30%,7= 31-60%,9= 61-100%,,,,,,,
,CO_320:0000991,HojaBlancaSev_ReproEst_0to9,HOJA_BLANCA,,,,"IRIS:178, SES:36",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000193,hoja blanca disease,Biotic stress,"The type and severity of hoja blanca disease symptoms caused by rice hoja blanca virus (RHBV) causing hoja blanca. Symptoms: cream colored to yellow spots, elongating and coalescing fo form longitudinal yellowish green to pale green striations. Streaks may coalesce to cover the whole leaf. Brown and sterile glumes with typical parrot beak"" shape of deformation""","hoja blanca, rice hoja blanca",HojaBlancaSev,,Hoja blanca,Severity,,"TO:0000147, IRIS:1122",CO_320:0000758,hoja blanca reproductive disease estimation,Estimation,Estimate the proportion of plants with panicles showing symptoms,,"IRIS:178, SES:36",CO_320:0000985,hoja blanca reproductive disease scale,Ordinal,,,,,0= No symptoms,1= Less than 1%,3= 1-10%,5= 11-30%,7= 31-60%,9= 61-100%,,,,,,,
,CO_320:0000992,IronInj_Est_1to9,FE1,,,pending curation,"IRIS:9, SES:72",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000063,iron toxicity injury,Abiotic stress,The extent to which plant growth is adversely affected by high (toxic) iron content in the growing medium,iron toxicity,IronInj,,Iron toxicity,Injury,pending curation,"TO:0000224, IRIS:1211",CO_320:0000759,iron injury assessment,Estimation,Observe growth in soil with toxic concentrations of iron,,"IRIS:9, SES:72",CO_320:0000393,iron injury scale,Ordinal,,,,,0= Growth and tillering nearly normal,"1= Growth and tillering nearly normal, reddish-brown spots or orange discoloration on tips of older leaves","3= Growth and tillering nearly normal, older leaves reddish-brown, purple, or orange-yellow","5= Growth and tillering retarded, many leaves discolored","7= Growth and tillering ceases, most leaves discolored or dead",9= Almost all plants dead or dying,,,,,,,
,CO_320:0000993,KeelAnth_ImmatEst_0to7,,,,,UPOV:21,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000501,keel anthocyanin,Morphological,Intensity of purple colour attributable to anthocyanin on the keel of the lemma,Lemma keel anthocyanin,KeelAnth,,Keel,Anthocyanin content,,,CO_320:0000760,Keel anthocyanin immature examination,Estimation,Examine the colour of the keel of immature lemmas and evaluate the intensity of any purple colour attributable to anthocyanin,,UPOV:21,CO_320:0000986,Keel anthocyanin immature scale,Ordinal,,,,,0= Absent,1= Very weak,3= Weak,5= Medium,7= Strong,,,,,,,,
,CO_320:0000994,KeelAnth_MatEst_0to7,,,,,"RD:7.5.6, UPOV:48",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000501,keel anthocyanin,Morphological,Intensity of purple colour attributable to anthocyanin on the keel of the lemma,Lemma keel anthocyanin,KeelAnth,,Keel,Anthocyanin content,,,CO_320:0000761,Keel anthocyanin mature examination,Estimation,Examine the colour of the keel of mature lemmas and evaluate the intensity of any purple colour attributable to anthocyanin,,"RD:7.5.6, UPOV:48",CO_320:0000987,Keel anthocyanin mature scale,Ordinal,,,,,0= Absent,1= Very weak,3= Weak,5= Medium,7= Strong,,,,,,,,
,CO_320:0000995,KSmut_Est_0to9,KERNEL_SMUT,,,,"IRIS:57, SES:40",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000180,kernel smut,Biotic stress,The type and severity of kernel smut symptoms caused by Tilletia barclayana causing kernel smut.,kernel smut,KSmut,,Kernel smut,Incidence,,"TO:0000048, IRIS:1109",CO_320:0000762,kernel smut incidence estimation,Estimation,Estimate the proportion of spikelets that are infected,,"IRIS:57, SES:40",CO_320:0000574,kernel smut incidence scale,Ordinal,,,,,0= No disease observed,1= Less than 1%,2=,3= 1-5%,4=,5= 6-25%,6=,7= 26-50%,8=,9= 51-100%,,,
,CO_320:0000996,KneeAb_EstPres_0or1,KNEEING_ABILITY,,,,"IRIS:83, RD:7.3.24, UPOV:18",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000064,kneeing ability,Biotic stress,"The ability of a stem, after it has fallen flat e.g. after floodwater recedes, to start growing upright from a young node (the knee)) and bear panicles, typically an ability expressed by deepwater varieties (applicable only in conditions where culms have fallen flat)","CUKNEE, KnA",KneeAb,"CUKNEE, KnA",Stem,kneeing ability,pending curation,"TO:0000337, IRIS:1212",CO_320:0000763,kneeing ability presence,Estimation,estimate presence/absence of knees after flowering in conditions where culms have fallen flat due to receding water flow.,,"IRIS:83, RD:7.3.24, UPOV:18",CO_320:0000575,kneeing ability presence scale,Nominal,,,,,0= Absent,1= Present,,,,,,,,,,,
,CO_320:0000997,KneeAb_EstAng_1to9,KNEEING_ABILITY,,,pending curation,SES:87,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000064,kneeing ability,Biotic stress,"The ability of a stem, after it has fallen flat e.g. after floodwater recedes, to start growing upright from a young node (the knee)) and bear panicles, typically an ability expressed by deepwater varieties (applicable only in conditions where culms have fallen flat)","CUKNEE, KnA",KneeAb,"CUKNEE, KnA",Stem,kneeing ability,pending curation,"TO:0000337, IRIS:1212",CO_320:0000410,kneeing ability estimation SES,Estimation,estimate the tiller angle at the point of kneeing,,SES:87,CO_320:0000411,kneeing ability scale SES,Ordinal,,,,,1= Tiller angle greater than 45 degrees for 50% of tillers,3= Tiller angle greater than 45 degrees for 25% of tillers,"5= Maximum tiller angle less than 45 degrees for 50% of tillers, but greater than 45 degrees for 1 or 2 tillers","7= Maximum tiller angle less than45 degrees for 50% of tillers, but greater than 45 degrees for 1 or 2 tillers",9= No kneeing,,,,,,,,
,CO_320:0000998,LfAng_Est_SES1to9,LEAF_ANGLE,,,,"IRIS:142, SES:97",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000014,leaf angle,Morphological,Position of the tip of the penultimate leaf blade relative to its base,leaf attitude,LfAng,LA,Leaf,Angle,,"TO:0000206, IRIS:1062",CO_320:0000414,leaf angle,Estimation,Estimate the position of the tip of the penultimate leaf blade relative to its base,,"IRIS:142, RD:7.3.8, SES:97",CO_320:0000415,leaf angle scale,Nominal,,,,,1= Erect,5= Horizontal,9= Drooping,,,,,,,,,,
,CO_320:0000999,LfAng_Est_RD1to7,LEAF_ANGLE,,,,"IRIS:142, RD:7.3.8",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000014,leaf angle,Morphological,Position of the tip of the penultimate leaf blade relative to its base,leaf attitude,LfAng,LA,Leaf,Angle,,"TO:0000206, IRIS:1062",CO_320:0000414,leaf angle,Estimation,Estimate the position of the tip of the penultimate leaf blade relative to its base,,"IRIS:142, RD:7.3.8, SES:97",CO_320:0000911,leaf angle scale,Nominal,,,,,1= Erect,5= Horizontal,7= Drooping,,,,,,,,,,
,CO_320:0001000,LfBladAnth_PresEst_0to9,,,,,"RD:7.3.5, UPOV:4",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000502,leaf blade anthocyanin,Morphological,"Describes the purplish pigmentation, if any, attributable to anthocyanin on the penultimate leaf lamina/blade",,LfBladAnth,,Leaf blade,Anthocyanin content,,,CO_320:0000250,leaf blade anthocyanin presence,Estimation,Estimate visually the presence or absence of a purplish colour attributable to anthocyanin on the penultimate leaf blade anywhere on the the leaf lamina/blade,,"RD:7.3.5, UPOV:4",CO_320:0000251,leaf blade anthocyanin presence scale,Ordinal,,,,,0= Absent,9= Present,,,,,,,,,,,
,CO_320:0001001,LfBladAnth_DistEst_1to4,,,,,"RD:7.3.6, UPOV:5",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000502,leaf blade anthocyanin,Morphological,"Describes the purplish pigmentation, if any, attributable to anthocyanin on the penultimate leaf lamina/blade",,LfBladAnth,,Leaf blade,Anthocyanin content,,,CO_320:0000764,leaf blade anthocyanin distribution,Estimation,Estimate the penultimate leaf blade for distribution of any purplish colour attributable to anthocyanin anywhere on the the leaf lamina/blade.,,"RD:7.3.6, UPOV:5",CO_320:0000576,leaf blade anthocyanin distribution scale,Nominal,,,,,1= 086= On tips only,2= 085= On margins only,3= 089= In blotches,4= 080= Even (uniform purple),,,,,,,,,
,CO_320:0001002,LfBladCol_Est_1to7,LBC,,,Obsolete,"IRIS:650, SES:95",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000006,leaf blade color,Morphological,Color of the leaf lamina/blade,,LfBladCol,,Leaf blade,Colour,Obsolete,"TO:0000299, IRIS:1054",CO_320:0000412,leaf blade color,Estimation,Visually determination,,"IRIS:650, SES:95",CO_320:0000413,No scale name found,Nominal,,,,,1= Light green,2= Green,3= Dark Green,4= Purple tips,5= Purple margins,6= Purple blotch (purple mixed with green),7= Purple,,,,,,
,CO_320:0001003,LfBladGreen_Est_0to3,BLCO,,,,"RD:7.3.7, UPOV:3",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000503,leaf blade greenness,Morphological,"Intensity of greenness on the penultimate leaf lamina/blade, if visible under any purplish colour attributable to anthocyanin",,LfBladGreen,,Leaf blade,Greeness,,,CO_320:0000765,leaf blade greenness,Estimation,Visually estimate the penultimate leaf blade for the intensity of greenness.,,"RD:7.3.7, UPOV:3",CO_320:0000577,leaf blade greenness scale,Nominal,,,,,0= 000= Not visible under anthocyanin,3= 061= Light green,3= 060= Medium Green,7= 063= Dark green,,,,,,,,,
,CO_320:0001004,LfBladPub_CultEst_SES1to3,LEAF_BLADE_PUBESCENCE,,,,"IRIS:649, RD:7.3.9, SES:94",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000013,leaf blade pubescence,Morphological,"Describes the pubescence, i.e. the hairiness, of the surface of the penultimate leaf blade",,LfBladPub,"blpub, LBP",Leaf blade,Pubescence,,"TO:0000055, IRIS:1061",CO_320:0000252,leaf blade pubescence,Estimation,"Cultivated species: assess the hairiness of the surface of the penultimate leaf blade both visually and by touch, rubbing fingers over the leaf surface from the tip downwards",,"IRIS:649, RD:7.3.9, SES:94, UPOV:8",CO_320:0000253,leaf blade pubescence scale IRRI cult,Ordinal,,,,,1= Glabrous (smooth-including ciliated margins),2= Intermediate,3= Pubescent,,,,,,,,,,
,CO_320:0001005,LfBladPub_CultEst_UPOV1to7,LEAF_BLADE_PUBESCENCE,,,,UPOV:8,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000013,leaf blade pubescence,Morphological,"Describes the pubescence, i.e. the hairiness, of the surface of the penultimate leaf blade",,LfBladPub,"blpub, LBP",Leaf blade,Pubescence,,"TO:0000055, IRIS:1061",CO_320:0000252,leaf blade pubescence,Estimation,"Cultivated species: assess the hairiness of the surface of the penultimate leaf blade both visually and by touch, rubbing fingers over the leaf surface from the tip downwards",,"IRIS:649, RD:7.3.9, SES:94, UPOV:8",CO_320:0000900,leaf blade pubescence scale UPOV,Ordinal,,,,,1= Absent or very weak,3= weak,5= medium,7= strong,,,,,,,,,
,CO_320:0001006,LfBladPub_WildEst_1to4,LEAF_BLADE_PUBESCENCE,,,,"IRIS:326, RD:7.3.9.1",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000013,leaf blade pubescence,Morphological,"Describes the pubescence, i.e. the hairiness, of the surface of the penultimate leaf blade",,LfBladPub,"blpub, LBP",Leaf blade,Pubescence,,"TO:0000055, IRIS:1061",CO_320:0000766,leaf blade pubescence estimation wild,Estimation,"Wild species: assess the hairiness and the location of hairs on the surface of the penultimate leaf blade both visually and by touch, rubbing fingers over the leaf surface from the tip downwards.",,"IRIS:326, RD:7.3.9.1",CO_320:0000578,leaf blade pubescence scale wild,Nominal,,,,,1= Glabrous,2= Hairy on upper surface,3= Hairy on lower surface,4= Hairy on both sides,,,,,,,,,
,CO_320:0001007,LfBlastDam_EstAmt_0to9,BLAST,,,Recommended,"IRIS:157, SES:30",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000176,Leaf blast damage,Biotic stress,"The type and severity of leaf blast symptoms on leaves caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms are necrotic lesions on the leaves, in severe cases leading to leaf death","blast, leaf blast, rice leaf blast",LfBlastDam,,Leaf blast,Damage,Recommended,"TO:0000468, IRIS:1104",CO_320:0000767,leaf blast damage amount,Estimation,Estimate the percentage of leaf area affected by leaf blast,,"IRIS:157, SES:30",CO_320:0000579,% leaf area affected,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0001008,LfBlastDam_EstTyp_0to9,BLAST,,,Recommended,SES:30,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000176,Leaf blast damage,Biotic stress,"The type and severity of leaf blast symptoms on leaves caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms are necrotic lesions on the leaves, in severe cases leading to leaf death","blast, leaf blast, rice leaf blast",LfBlastDam,,Leaf blast,Damage,Recommended,"TO:0000468, IRIS:1104",CO_320:0000768,leaf blast damage type,Estimation,Assess the type of lesion,,SES:30,CO_320:0000580,leaf blast damage type scale,Ordinal,,,,,0= No lesions observed,1= Small brown specks of pin-point size or larger brown specks without sporulating center,2=,"3= Small roundish to slightly elongated necrotic sporulating spots, about 1-2 mm in diameter with a distinct brown margin or yellow halo",4=,"5= Narrow or slightly elliptical lesions, 1-2 mm in breadth, more than 3 mm long with a brown margin",6=,"7= Broad spindle-shaped lesion with yellow, brown, or purple margin",8=,"9= Rapidly coalescing small, whitish, grayish, or bluish lesions without distinct margins",,,
,CO_320:0001009,LfBlastDam_EstScr_0to9,BLAST,,,"Standard CIAT, FLAR",SES:30,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000176,Leaf blast damage,Biotic stress,"The type and severity of leaf blast symptoms on leaves caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms are necrotic lesions on the leaves, in severe cases leading to leaf death","blast, leaf blast, rice leaf blast",LfBlastDam,,Leaf blast,Damage,Recommended,"TO:0000468, IRIS:1104",CO_320:0000340,leaf blast damage estimation,Estimation,"Assess the type of lesion and the proportion of leaf area affected by leaf blast. Entries with scores 4-9 may also have lesions of scale 1 or 2. In cases where the lesion develops only on the collar, joint of the leaf sheath and the leaf blade, causing the leaf blade to drop off, a scale unit of 4 is to be given.",,SES:30,CO_320:0000341,leaf blast damage scale,Ordinal,,,,,0= No lesions observed,1= Small brown specks of pin-point size or larger brown specks without sporulating center,"2= Small roundish to slightly elongated, necrotic gray spots, about 1-2 mm in diameter, with a distinct brown margin. Lesions are mostly found on the lower leaves.","3= Lesion type is the same as in scale 2, but a significant number of lesions are on the upper leaves","4= Typical susceptible blast lesions 3 mm or longer, infecting less than 4% of the leaf area",5= Typical blast lesions infecting 4-10% of the leaf area,6= Typical blast lesions infection 11-25% of the leaf area,7= Typical blast lesions infection 26-50% of the leaf area,8= Typical blast lesions infection 51-75% of the leaf area and many leaves are dead,9= More than 75% leaf area affected,,,
